"~id","~labels","Address","distance","lan","CaseID","long"
"510","StreetLight","31 CHATTANOOGA ST, SAN FRANCISCO, CA, 94114",0.014325064909004016,37.769169845766285,3777739,-122.42464561179322
"511","StreetLight","2261 MARKET ST, SAN FRANCISCO, CA, 94114",0.009961354149997265,37.76477463666612,3812625,-122.4247471977603
"512","StreetLight","3960 17TH ST, SAN FRANCISCO, CA, 94114",0.010739962671793371,37.76549012504978,3796187,-122.42433481328553
"513","StreetLight","4325 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94131",0.00981344795923112,37.75663622639749,3817120,-122.43609634071727
"514","StreetLight","Intersection of DOLORES ST and MARKET ST",0.01913701465752583,37.773969283556866,3803782,-122.42425450463371
"515","StreetLight","148 RANDALL ST, SAN FRANCISCO, CA, 94131",0.010906143881365397,37.74532567079,3819832,-122.42130926447929
"516","StreetLight","3577 17TH ST, SAN FRANCISCO, CA, 94110",0.007262498940134194,37.76215544465987,3793895,-122.425472309037
"517","StreetLight","2264 MARKET ST, SAN FRANCISCO, CA, 94114",0.020532324324926673,37.775421438808735,3803454,-122.42477093683269
"519","StreetLight","25 ELK ST, SAN FRANCISCO, CA, 94131",0.011306528482367285,37.74442390864865,3723685,-122.43054010076784
"520","StreetLight","197 COLLINGWOOD ST, SAN FRANCISCO, CA, 94114",0.017201119158032258,37.770942414143164,3725063,-122.43277723339939
"521","StreetLight","125 CASTRO ST, SAN FRANCISCO, CA, 94114",0.018759420249955923,37.772958430168174,3757392,-122.43170330117755
"522","StreetLight","1035 ASHBURY ST, SAN FRANCISCO, CA, 94117",0.02252930761940596,37.76991442634266,3767504,-122.44327467185508
"523","StreetLight","46 YUKON ST, SAN FRANCISCO, CA, 94114",0.014849153209480092,37.76769879441048,3739818,-122.43405146603486
"524","StreetLight","1669 CHURCH ST, SAN FRANCISCO, CA, 94131",0.004730880171205029,37.750773262608355,3756152,-122.42863806729939
"525","StreetLight","Intersection of MASONIC AVE and UPPER TER",0.020238805093323684,37.77347597246116,3729589,-122.43459005668771
"526","StreetLight","87 DOLORES ST, SAN FRANCISCO, CA, 94103",0.02485672274202859,37.7798089604713,3770550,-122.42599112563632
"527","StreetLight","626 CASTRO ST, SAN FRANCISCO, CA, 94114",0.01590963372531498,37.76841407713017,3757205,-122.43491298931234
"528","StreetLight","144 PORTOLA DR, SAN FRANCISCO, CA, 94131",0.0065631699624315795,37.76040023471248,3754133,-122.43009334847024
"529","StreetLight","Intersection of 17TH ST and NOE ST",0.011107176806012751,37.76436980819953,3736404,-122.42053279544731
"530","StreetLight","Intersection of CLAYTON ST and CORBETT AVE",0.02457136661274393,37.7707205238003,3757974,-122.44527544809165
"531","StreetLight","Intersection of 15TH ST and PARK HILL AVE",0.026952791188799924,37.78079168024039,3739762,-122.43410726914976
"532","StreetLight","210 CHURCH ST, SAN FRANCISCO, CA, 94114",0.022560335586927303,37.77743092498143,3735664,-122.42446570195226
"533","StreetLight","386 NOE ST, SAN FRANCISCO, CA, 94114",0.012856955919510894,37.767806332716624,3757265,-122.42601287597569
"534","StreetLight","4076 17TH ST, SAN FRANCISCO, CA, 94114",0.011288233143543743,37.7632166083849,3730808,-122.4341211502635
"535","StreetLight","4645 17TH ST, SAN FRANCISCO, CA, 94117",0.019257008061241806,37.76330509204717,3733208,-122.44378078097301
"536","StreetLight","2341 MARKET ST, SAN FRANCISCO, CA, 94114",0.008102522731769994,37.76305560697446,3753467,-122.42620771667886
"537","StreetLight","4092 17TH ST, SAN FRANCISCO, CA, 94114",0.01486930478422869,37.762974433968665,3739640,-122.43894985669102
"538","StreetLight","2227 MARKET ST, SAN FRANCISCO, CA, 94114",0.01968790667353961,37.77464015722322,3753430,-122.4260398236058
"539","StreetLight","449 CASTRO ST, SAN FRANCISCO, CA, 94114",0.009939969010087604,37.764570503483256,3747177,-122.42390475330197
"540","StreetLight","399 DOLORES ST, SAN FRANCISCO, CA, 94110",0.015550744233926396,37.769788165103144,3761129,-122.4217550291651
"541","StreetLight","Intersection of DIAMOND ST and MARKET ST",0.009935314433032014,37.762995924405224,3757249,-122.43226485146708
"542","StreetLight","2 CASTRO ST, SAN FRANCISCO, CA, 94114",0.02720560034280778,37.78099363699072,3727001,-122.43431385370987
"543","StreetLight","2059 MARKET ST, SAN FRANCISCO, CA, 94114",0.024993970271017293,37.77988452983023,3770546,-122.42823627610245
"544","StreetLight","2334 MARKET ST, SAN FRANCISCO, CA, 94114",0.014890545406253205,37.76981584597019,3745680,-122.42547097056229
"545","StreetLight","Intersection of DOLORES ST and MARKET ST",0.020157104565365354,37.77489527026901,3763877,-122.42347189916731
"546","StreetLight","1402 COLE ST, SAN FRANCISCO, CA, 94117",0.02642521071041898,37.77069904153696,3733209,-122.44765161567756
